product_category_name,review_score,order_item_id,customer_city,order_purchase_timestamp
cool_stuff,5,1,indaiatuba,8/21/2017 12:54
informatica_acessorios,4,1,osasco,8/23/2018 14:41
ferramentas_jardim,1,1,sao paulo,3/5/2018 18:15
ferramentas_jardim,1,2,sao paulo,3/5/2018 18:15
cama_mesa_banho,3,1,juiz de fora,6/14/2018 9:08
cama_mesa_banho,4,1,sao joao d'alianca,9/19/2017 18:05
cama_mesa_banho,5,1,goiania,3/15/2018 12:33
cama_mesa_banho,5,2,goiania,3/15/2018 12:33
beleza_saude,1,1,sao goncalo,7/26/2018 11:25
perfumaria,4,1,joao pessoa,5/11/2018 11:52
ferramentas_jardim,5,1,cataguases,11/23/2017 0:03
telefonia,5,1,porto uniao,1/11/2018 12:58
ferramentas_jardim,5,1,manaus,10/19/2017 23:56
perfumaria,4,1,major porto,6/14/2017 9:44
informatica_acessorios,5,1,campo grande,2/18/2018 16:22
utilidades_domesticas,4,1,sao paulo,5/8/2018 21:58
esporte_lazer,5,1,maua,12/9/2017 19:22
moveis_decoracao,1,1,barra mansa,11/27/2017 10:29
eletronicos,5,1,brasilia,7/25/2018 16:25
perfumaria,2,1,sao jose dos campos,12/10/2017 18:07
papelaria,1,1,sao paulo,8/3/2018 19:50
consoles_games,5,1,francisco morato,10/25/2017 11:00
utilidades_domesticas,5,1,diadema,5/18/2018 13:28
automotivo,5,1,valinhos,4/26/2018 12:41
informatica_acessorios,5,1,campo grande,7/20/2018 11:09
informatica_acessorios,5,2,campo grande,7/20/2018 11:09
informatica_acessorios,5,3,campo grande,7/20/2018 11:09
moveis_decoracao,5,1,cuiaba,4/8/2018 21:55
telefonia_fixa,3,1,porto alegre,9/1/2017 13:09
moveis_decoracao,4,1,juiz de fora,5/9/2018 0:10
cama_mesa_banho,3,1,capao bonito,5/12/2017 23:38
informatica_acessorios,5,1,teixeira de freitas,8/17/2018 16:25
perfumaria,5,1,campinas,9/1/2017 14:01
esporte_lazer,4,1,guaruja,6/12/2018 6:19
beleza_saude,5,1,sao paulo,8/10/2018 12:09
portateis_casa_forno_e_cafe,4,1,nova lima,5/25/2018 9:47
moveis_decoracao,2,1,araruama,2/18/2018 14:19
fraldas_higiene,5,1,maringa,4/6/2018 11:26
moveis_escritorio,3,1,betim,1/19/2018 0:35
relogios_presentes,2,1,caucaia,8/4/2018 12:40
automotivo,2,1,santana de parnaiba,5/9/2018 14:14
bebes,5,1,garanhuns,2/21/2018 12:11
esporte_lazer,5,1,itupeva,6/20/2017 15:00
sinalizacao_e_seguranca,5,1,guaratingueta,7/15/2018 19:47
automotivo,3,1,rio de janeiro,8/8/2018 8:18
automotivo,3,2,rio de janeiro,8/8/2018 8:18
relogios_presentes,4,1,bom jesus dos perdoes,8/9/2018 8:27
fashion_bolsas_e_acessorios,5,1,valenca,1/31/2018 13:57
beleza_saude,5,1,porto seguro,1/1/2018 18:03
fashion_bolsas_e_acessorios,5,1,santo andre,8/28/2018 21:10
eletronicos,4,1,brasilia,3/26/2018 19:58
cama_mesa_banho,5,1,campos dos goytacazes,1/22/2018 16:17
ferramentas_jardim,5,1,rio de janeiro,1/18/2017 17:55
informatica_acessorios,4,1,brasilia,8/17/2018 12:56
papelaria,5,1,itapui,1/3/2018 19:13
utilidades_domesticas,3,1,sao paulo,8/2/2017 15:30
moveis_cozinha_area_de_servico_jantar_e_jardim,4,1,jundiai,5/1/2018 16:01
telefonia,1,1,macae,8/11/2018 10:47
telefonia,1,2,macae,8/11/2018 10:47
automotivo,5,1,votuporanga,5/16/2018 9:57
beleza_saude,5,1,cambui,2/24/2018 13:05
cama_mesa_banho,5,1,rio de janeiro,1/22/2018 11:18
telefonia,5,1,porto alegre,11/30/2017 10:00
relogios_presentes,5,1,rio das ostras,7/16/2018 22:06
beleza_saude,4,1,sao paulo,8/8/2017 21:04
beleza_saude,5,1,soledade de minas,4/23/2017 23:28
informatica_acessorios,3,1,brasilia,7/22/2017 20:51
informatica_acessorios,3,2,brasilia,7/22/2017 20:51
informatica_acessorios,3,3,brasilia,7/22/2017 20:51
informatica_acessorios,3,4,brasilia,7/22/2017 20:51
informatica_acessorios,1,1,ourinhos,4/18/2018 10:00
relogios_presentes,4,1,campinas,1/14/2018 22:31
esporte_lazer,5,1,tocantins,12/1/2017 10:47
relogios_presentes,5,1,rio de janeiro,6/12/2018 9:51
esporte_lazer,5,1,barueri,3/8/2018 15:59
construcao_ferramentas_iluminacao,2,1,sao paulo,5/24/2018 22:21
beleza_saude,5,1,casimiro de abreu,9/26/2017 12:58
moveis_decoracao,1,1,sorocaba,9/11/2017 19:35
moveis_decoracao,1,2,sorocaba,9/11/2017 19:35
eletronicos,5,1,sao paulo,12/31/2017 1:31
beleza_saude,1,1,feira de santana,10/23/2017 14:59
moveis_decoracao,5,1,imbituba,1/13/2018 13:52
perfumaria,5,1,louveira,7/23/2018 11:36
automotivo,4,1,macapa,12/6/2017 0:08
beleza_saude,5,1,santo andre,6/8/2018 19:18
industria_comercio_e_negocios,4,1,goiania,6/3/2018 11:10
cama_mesa_banho,4,1,sao bernardo do campo,5/31/2018 23:51
perfumaria,5,1,brasilia,10/24/2017 17:54
papelaria,5,1,sao paulo,4/20/2018 10:24
ferramentas_jardim,5,1,rio de janeiro,11/8/2017 17:36
eletronicos,5,1,uruguaiana,2/11/2018 0:36
utilidades_domesticas,3,1,cafelandia,5/6/2018 21:33
cama_mesa_banho,1,1,cosmopolis,5/4/2018 19:19
esporte_lazer,4,1,barra mansa,8/9/2017 18:27
automotivo,5,1,sao paulo,4/18/2018 8:57
moveis_decoracao,4,1,maua,2/24/2017 13:13
automotivo,4,1,rio verde,5/21/2017 19:21
automotivo,4,2,rio verde,5/21/2017 19:21
automotivo,4,3,rio verde,5/21/2017 19:21
automotivo,4,4,rio verde,5/21/2017 19:21
climatizacao,1,1,sao paulo,7/12/2017 0:06
automotivo,5,1,camaragibe,1/29/2018 10:23
informatica_acessorios,5,1,rio de janeiro,1/30/2018 16:20
moveis_decoracao,4,1,curitiba,2/6/2018 10:46
instrumentos_musicais,5,1,campinas,7/20/2018 4:13
relogios_presentes,5,1,sao paulo,3/28/2018 9:20
informatica_acessorios,4,1,aracatuba,2/9/2017 13:21
moveis_decoracao,5,1,palhoca,6/10/2017 7:56
telefonia,1,1,salvador,2/17/2017 17:46
beleza_saude,5,1,pederneiras,6/18/2018 11:12
beleza_saude,1,1,nova friburgo,3/15/2018 11:11
esporte_lazer,5,1,balneario camboriu,8/7/2018 16:33
cama_mesa_banho,5,1,sao paulo,3/24/2018 16:14
cama_mesa_banho,5,2,sao paulo,3/24/2018 16:14
eletroportateis,5,1,belo horizonte,6/11/2018 12:24
telefonia,5,1,assis,9/26/2017 17:47
pet_shop,5,1,balsa nova,4/19/2017 7:47
construcao_ferramentas_jardim,3,1,belo horizonte,5/23/2017 21:55
construcao_ferramentas_jardim,3,2,belo horizonte,5/23/2017 21:55
esporte_lazer,5,1,sao paulo,3/6/2018 11:33
beleza_saude,5,1,sao paulo,3/12/2018 11:56
moveis_decoracao,5,1,barueri,5/9/2018 10:52
moveis_decoracao,4,1,volta redonda,3/6/2018 23:02
cool_stuff,3,1,anapolis,10/13/2017 19:57
informatica_acessorios,4,1,arapiraca,5/1/2017 14:11
informatica_acessorios,4,2,arapiraca,5/1/2017 14:11
beleza_saude,5,1,teresina,10/3/2017 11:54
artes,5,1,caruaru,2/24/2018 19:41
relogios_presentes,5,1,sao paulo,11/18/2017 11:44
ferramentas_jardim,5,1,suzano,6/8/2017 19:43
esporte_lazer,4,1,barueri,3/11/2018 19:46
informatica_acessorios,3,1,santa maria,3/4/2018 23:02
beleza_saude,4,1,ribeirao das neves,3/22/2018 18:48
instrumentos_musicais,1,1,cachoeirinha,5/15/2017 22:41
moveis_decoracao,5,1,sao paulo,4/30/2018 9:14
relogios_presentes,5,1,cascavel,8/20/2018 9:40
fashion_bolsas_e_acessorios,5,1,contagem,8/12/2017 12:24
brinquedos,5,1,pouso alegre,7/7/2017 14:20
brinquedos,5,2,pouso alegre,7/7/2017 14:20
telefonia,5,1,rio de janeiro,8/14/2018 10:19
Unknown,5,1,porto alegre,3/10/2018 1:01
relogios_presentes,5,1,osasco,7/1/2018 23:18
beleza_saude,4,1,salvador,4/13/2017 2:11
moveis_escritorio,4,1,franca,5/16/2017 15:05
telefonia,1,1,lins,6/23/2018 4:04
moveis_decoracao,5,1,joviania,11/25/2017 1:49
perfumaria,4,1,dores do indaia,1/4/2018 14:19
informatica_acessorios,1,1,sao paulo,12/24/2017 14:17
Unknown,5,1,rio de janeiro,5/30/2017 18:18
consoles_games,5,1,andradina,8/27/2018 18:45
ferramentas_jardim,5,1,francisco morato,2/11/2018 13:18
brinquedos,4,1,manaus,1/12/2018 16:43
beleza_saude,4,1,brasilia,6/4/2018 17:40
cama_mesa_banho,5,1,sao paulo,8/16/2018 15:21
relogios_presentes,1,1,cachoeiro de itapemirim,8/6/2018 23:19
perfumaria,5,1,para de minas,12/15/2017 23:25
brinquedos,4,1,rio claro,11/22/2017 22:07
brinquedos,4,2,rio claro,11/22/2017 22:07
brinquedos,4,3,rio claro,11/22/2017 22:07
brinquedos,4,4,rio claro,11/22/2017 22:07
casa_conforto,5,1,porto alegre,8/13/2018 11:18
eletrodomesticos,5,1,sao paulo,2/25/2018 12:08
utilidades_domesticas,3,1,rio de janeiro,4/6/2017 10:21
cama_mesa_banho,4,1,atibaia,6/29/2017 21:47
cama_mesa_banho,5,1,brasilia,11/25/2017 16:17
automotivo,5,1,mari,7/13/2018 7:40
casa_construcao,5,1,teresopolis,7/8/2018 22:01
moveis_decoracao,4,1,santo antonio do planalto,7/29/2017 17:43
cool_stuff,5,1,passos,5/9/2018 14:32
moveis_decoracao,3,1,campo mourao,8/6/2018 17:17
moveis_decoracao,3,2,campo mourao,8/6/2018 17:17
moveis_decoracao,3,3,campo mourao,8/6/2018 17:17
telefonia,5,1,jaboticabal,5/1/2017 17:23
esporte_lazer,5,1,piripiri,1/11/2018 10:30
construcao_ferramentas_construcao,5,1,passo fundo,8/17/2018 23:15
construcao_ferramentas_construcao,5,2,passo fundo,8/17/2018 23:15
construcao_ferramentas_construcao,5,3,passo fundo,8/17/2018 23:15
livros_interesse_geral,5,1,mallet,1/22/2018 10:45
perfumaria,5,1,sao paulo,10/18/2017 17:40
beleza_saude,5,1,osasco,4/22/2018 15:59
informatica_acessorios,1,1,pindamonhangaba,5/12/2018 9:34
artigos_de_festas,5,1,sao gabriel da palha,8/1/2018 13:24
brinquedos,5,1,rio de janeiro,5/24/2017 9:04
brinquedos,5,2,rio de janeiro,5/24/2017 9:04
telefonia,3,1,ubatuba,3/5/2017 9:31
informatica_acessorios,5,1,sao bento do sul,11/14/2017 12:48
utilidades_domesticas,5,1,belo horizonte,8/20/2018 19:51
cool_stuff,5,1,faxinal dos guedes,1/11/2018 1:04
utilidades_domesticas,5,1,governador valadares,10/24/2017 21:31
relogios_presentes,5,1,rio de janeiro,4/25/2018 21:35
cama_mesa_banho,5,1,santo antonio de padua,9/26/2017 14:49
cama_mesa_banho,5,2,santo antonio de padua,9/26/2017 14:49
beleza_saude,1,1,florianopolis,4/10/2017 0:45
perfumaria,4,1,sao paulo,11/13/2017 9:49
cama_mesa_banho,5,1,rio de janeiro,10/14/2017 21:34
cama_mesa_banho,5,1,sao paulo,11/26/2017 14:52
utilidades_domesticas,1,1,sao paulo,1/9/2018 21:01
casa_conforto,5,1,rio de janeiro,5/26/2018 13:07
moveis_decoracao,5,1,santos,6/27/2018 22:24
cama_mesa_banho,5,1,bonfim paulista,8/16/2018 0:03
esporte_lazer,5,1,montalvania,3/30/2018 10:53
utilidades_domesticas,4,1,campo grande,1/29/2018 8:26
esporte_lazer,5,1,sao paulo,6/4/2017 21:48
brinquedos,5,1,gurupi,9/27/2017 13:54
Unknown,5,1,guarulhos,12/16/2017 18:02
relogios_presentes,5,1,rio de janeiro,2/20/2017 8:19
telefonia,5,1,sao paulo,7/18/2017 12:56
agro_industria_e_comercio,5,1,ariquemes,8/30/2017 23:28
agro_industria_e_comercio,5,2,ariquemes,8/30/2017 23:28
agro_industria_e_comercio,5,3,ariquemes,8/30/2017 23:28
agro_industria_e_comercio,5,4,ariquemes,8/30/2017 23:28
eletronicos,5,1,guapiacu,3/25/2017 19:18
eletronicos,5,1,curitiba,12/1/2017 19:46
relogios_presentes,4,1,fortaleza,4/5/2018 15:04
consoles_games,3,1,nova iguacu,7/11/2018 16:56
industria_comercio_e_negocios,5,1,diadema,2/17/2018 12:50
ferramentas_jardim,1,1,belo horizonte,11/27/2017 14:26
ferramentas_jardim,1,2,belo horizonte,11/27/2017 14:26
automotivo,4,1,barueri,4/17/2018 11:28
informatica_acessorios,4,1,entre rios de minas,6/7/2018 16:46
relogios_presentes,5,1,brasilia,6/8/2018 18:57
malas_acessorios,4,1,santana de parnaiba,2/9/2018 17:28
consoles_games,3,1,sao jose do rio preto,10/11/2017 23:05
moveis_cozinha_area_de_servico_jantar_e_jardim,5,1,rio de janeiro,2/1/2018 14:20
Unknown,4,1,guaratingueta,6/14/2018 15:22
automotivo,2,1,nova laranjeiras,7/31/2017 13:45
Unknown,1,1,ferraz de vasconcelos,4/25/2017 17:25
cama_mesa_banho,1,1,belo horizonte,3/14/2018 9:20
cama_mesa_banho,1,2,belo horizonte,3/14/2018 9:20
beleza_saude,5,1,suzano,6/23/2017 13:03
automotivo,5,1,petropolis,9/23/2017 17:59
beleza_saude,2,1,araguaina,7/9/2018 20:46
esporte_lazer,4,1,sao paulo,6/25/2018 13:18
esporte_lazer,4,2,sao paulo,6/25/2018 13:18
automotivo,4,1,embu-guacu,5/4/2018 13:39
beleza_saude,3,1,viradouro,2/3/2018 0:01
beleza_saude,3,2,viradouro,2/3/2018 0:01
beleza_saude,5,1,sao paulo,8/31/2017 16:17
eletronicos,5,1,alvorada,9/13/2017 20:36
informatica_acessorios,4,1,sao paulo,4/20/2017 12:32
construcao_ferramentas_construcao,1,1,patos de minas,8/29/2017 19:14
cama_mesa_banho,2,1,indaiatuba,6/30/2017 19:13
telefonia,5,1,contagem,11/29/2017 10:42
cama_mesa_banho,5,1,carapicuiba,8/9/2018 18:32
informatica_acessorios,5,1,belo horizonte,1/22/2018 11:52
cama_mesa_banho,5,1,sao paulo,4/25/2018 18:15
ferramentas_jardim,5,1,montes claros,5/10/2017 6:54
brinquedos,5,1,brasilia,5/12/2017 11:19
utilidades_domesticas,1,1,sao paulo,8/6/2017 17:35
perfumaria,5,1,sao luis,3/23/2018 11:43
relogios_presentes,5,1,sao paulo,7/7/2017 22:00
moveis_decoracao,1,1,camboriu,3/9/2018 19:44
moveis_decoracao,1,2,camboriu,3/9/2018 19:44
